cutoff	GCF_ID	bgc_class	n_BGCs	n_genomes	pct_genomes	category	descriptions	member_GBKs
0.3	RiPP_c0.3_famFAM_00127	RiPP	7	1	0.9	rare	NZ_CAXUPH020000001.1 Devosia sp. LjRoot16 LJR016c1, whole genome shotgun sequence; NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome; NZ_JAFKHA010000008.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_1, whole genome shotgun sequence; NZ_JBXAPX010000002.1 Devosia sp. GW821-FHT12F11 NODE_2_length_929012_cov_60.894576, whole genome shotgun sequence; NZ_LMCR01000021.1 Devosia sp. Root105 contig_9, whole genome shotgun sequence; NZ_LMEA01000012.1 Devosia sp. Root413D1 contig_7, whole genome shotgun sequence; NZ_MKVB01000006.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_172, whole genome shotgun sequence	NZ_CAXUPH020000001.1.region001; NZ_JAFKHA010000008.1.region001; NZ_CP012945.1.region003; NZ_LMCR01000021.1.region001; NZ_JBXAPX010000002.1.region001; NZ_MKVB01000006.1.region001; NZ_LMEA01000012.1.region001
0.3	RiPP_c0.3_famFAM_00128	RiPP	2	1	0.9	rare	NZ_JAFKHA010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_19, whole genome shotgun sequence; NZ_MKVB01000002.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_147, whole genome shotgun sequence	NZ_JAFKHA010000012.1.region002; NZ_MKVB01000002.1.region002
0.3	RiPP_c0.3_famFAM_00129	RiPP	5	1	0.9	rare	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome; NZ_JABAOL010000001.1 Devosia sp. 919 Scaffold1_1, whole genome shotgun sequence; NZ_JABAOM010000005.1 Devosia sp. 1635 Scaffold4_1, whole genome shotgun sequence; NZ_JBYUNO010000001.1 Devosia sp. Z6_126 NODE_1_length_1401190_cov_167.528294, whole genome shotgun sequence; NZ_JBYUNQ010000005.1 Devosia sp. Z11_6 NODE_5_length_228390_cov_165.542129, whole genome shotgun sequence	NZ_CP034767.1.region001; NZ_JABAOL010000001.1.region002; NZ_JBYUNQ010000005.1.region001; NZ_JABAOM010000005.1.region001; NZ_JBYUNO010000001.1.region001
0.3	RiPP_c0.3_famFAM_00130	RiPP	4	1	0.9	rare	NZ_CAXUPH020000005.1 Devosia sp. LjRoot16 LJR016c5, whole genome shotgun sequence; NZ_JBXAPX010000006.1 Devosia sp. GW821-FHT12F11 NODE_6_length_419588_cov_59.036509, whole genome shotgun sequence; NZ_LMCR01000017.1 Devosia sp. Root105 contig_5, whole genome shotgun sequence; NZ_LMEA01000010.1 Devosia sp. Root413D1 contig_5, whole genome shotgun sequence	NZ_CAXUPH020000005.1.region002; NZ_LMCR01000017.1.region002; NZ_LMEA01000010.1.region002; NZ_JBXAPX010000006.1.region002
0.3	RiPP_c0.3_famFAM_00131	RiPP	2	1	0.9	rare	NZ_JAFKHA010000010.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_12, whole genome shotgun sequence; NZ_MKVB01000003.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_152, whole genome shotgun sequence	NZ_JAFKHA010000010.1.region001; NZ_MKVB01000003.1.region001
0.3	RiPP_c0.3_famFAM_00132	RiPP	3	1	0.9	rare	NZ_JBFUCQ010000005.1 Devosia sp. P1_H9 scaffold_4, whole genome shotgun sequence; NZ_JBFUFI010000005.1 Devosia sp. P2_G7 scaffold_4, whole genome shotgun sequence; NZ_JBFUGO010000004.1 Devosia sp. P3_B2 scaffold_3, whole genome shotgun sequence	NZ_JBFUCQ010000005.1.region001; NZ_JBFUGO010000004.1.region001; NZ_JBFUFI010000005.1.region001
0.3	RiPP_c0.3_famFAM_00133	RiPP	3	1	0.9	rare	NZ_JAIMBX010000003.1 Devosia sp. BK 9_Devo_3, whole genome shotgun sequence; NZ_LMLO01000012.1 Devosia sp. Leaf64 contig_2, whole genome shotgun sequence; NZ_LMQU01000011.1 Devosia sp. Leaf420 contig_4, whole genome shotgun sequence	NZ_JAIMBX010000003.1.region001; NZ_LMQU01000011.1.region002; NZ_LMLO01000012.1.region002
0.3	RiPP_c0.3_famFAM_00134	RiPP	1	1	0.9	rare	NZ_STGC01000005.1 Devosia sp. FKR38 NODE_14_length_2742056_cov_203.257278, whole genome shotgun sequence	NZ_STGC01000005.1.region001
0.3	RiPP_c0.3_famFAM_00135	RiPP	1	1	0.9	rare	NZ_JABBDZ010000004.1 Devosia sp. MC1541 Scaffold4_1, whole genome shotgun sequence	NZ_JABBDZ010000004.1.region001
0.3	RiPP_c0.3_famFAM_00136	RiPP	1	1	0.9	rare	NZ_OZ245853.1 MAG: Devosia sp. isolate 3d186a37-0bcd-4ac1-b259-f5c9590ee027 chromosome 1	NZ_OZ245853.1.region004
0.3	RiPP_c0.3_famFAM_00137	RiPP	1	1	0.9	rare	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	NZ_CP063401.1.region003
0.3	RiPP_c0.3_famFAM_00138	RiPP	1	1	0.9	rare	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	NZ_CP012945.1.region001
0.3	RiPP_c0.3_famFAM_00139	RiPP	1	1	0.9	rare	NZ_JBTMWU010000001.1 Devosia sp. A449 Scaffold1, whole genome shotgun sequence	NZ_JBTMWU010000001.1.region001
0.3	RiPP_c0.3_famFAM_00140	RiPP	1	1	0.9	rare	NZ_CP186479.1 Devosia sp. CN2-171 chromosome, complete genome	NZ_CP186479.1.region003
0.3	RiPP_c0.3_famFAM_00141	RiPP	1	1	0.9	rare	NZ_OZ245853.1 MAG: Devosia sp. isolate 3d186a37-0bcd-4ac1-b259-f5c9590ee027 chromosome 1	NZ_OZ245853.1.region001
0.3	RiPP_c0.3_famFAM_00142	RiPP	1	1	0.9	rare	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	NZ_CP170082.1.region004
0.3	RiPP_c0.3_famFAM_00143	RiPP	1	1	0.9	rare	NZ_JBLXGA010000019.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@19, whole genome shotgun sequence	NZ_JBLXGA010000019.1.region001
0.3	RiPP_c0.3_famFAM_00144	RiPP	1	1	0.9	rare	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	NZ_CM147875.1.region002
0.3	RiPP_c0.3_famFAM_00145	RiPP	1	1	0.9	rare	NZ_JAFKHE010000027.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_205, whole genome shotgun sequence	NZ_JAFKHE010000027.1.region001
0.3	RiPP_c0.3_famFAM_00146	RiPP	1	1	0.9	rare	NZ_LAJG01000014.1 Devosia soli strain GH2-10 NODE_14, whole genome shotgun sequence	NZ_LAJG01000014.1.region003
0.3	RiPP_c0.3_famFAM_00147	RiPP	1	1	0.9	rare	NZ_JAQRMY010000003.1 Devosia sp. ZB163 scaffold_2, whole genome shotgun sequence	NZ_JAQRMY010000003.1.region001
0.3	RiPP_c0.3_famFAM_00148	RiPP	1	1	0.9	rare	NZ_JBXAPX010000005.1 Devosia sp. GW821-FHT12F11 NODE_5_length_446700_cov_56.840628, whole genome shotgun sequence	NZ_JBXAPX010000005.1.region001
0.3	RiPP_c0.3_famFAM_00149	RiPP	1	1	0.9	rare	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	NZ_CM147875.1.region001
0.3	RiPP_c0.3_famFAM_00150	RiPP	1	1	0.9	rare	NZ_CP186479.1 Devosia sp. CN2-171 chromosome, complete genome	NZ_CP186479.1.region002
0.3	RiPP_c0.3_famFAM_00151	RiPP	1	1	0.9	rare	NZ_BMZE01000001.1 Devosia pacifica strain KCTC 32437 sequence1, whole genome shotgun sequence	NZ_BMZE01000001.1.region002
0.3	RiPP_c0.3_famFAM_00152	RiPP	1	1	0.9	rare	NZ_JABBDZ010000019.1 Devosia sp. MC1541 Scaffold19_1, whole genome shotgun sequence	NZ_JABBDZ010000019.1.region001
0.3	RiPP_c0.3_famFAM_00153	RiPP	1	1	0.9	rare	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	NZ_CM147875.1.region003
0.3	RiPP_c0.3_famFAM_00154	RiPP	1	1	0.9	rare	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	NZ_JBDGIY010000001.1.region005
0.3	RiPP_c0.3_famFAM_00155	RiPP	1	1	0.9	rare	NZ_MKUZ01000030.1 MAG: Devosia sp. 66-22 SCNpilot_expt_1000_bf_scaffold_96, whole genome shotgun sequence	NZ_MKUZ01000030.1.region001
0.3	RiPP_c0.3_famFAM_00156	RiPP	1	1	0.9	rare	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	NZ_CP063401.1.region006
0.3	RiPP_c0.3_famFAM_00157	RiPP	1	1	0.9	rare	NZ_FXWK01000002.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	NZ_FXWK01000002.1.region001
0.3	RiPP_c0.3_famFAM_00158	RiPP	1	1	0.9	rare	NZ_WQRF01000001.1 Devosia marina strain L53-10-65 NODE_1_length_1615214_cov_52.474690, whole genome shotgun sequence	NZ_WQRF01000001.1.region001
0.3	RiPP_c0.3_famFAM_00159	RiPP	1	1	0.9	rare	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	NZ_CP045422.1.region002
0.3	RiPP_c0.3_famFAM_00160	RiPP	1	1	0.9	rare	NZ_STGC01000005.1 Devosia sp. FKR38 NODE_14_length_2742056_cov_203.257278, whole genome shotgun sequence	NZ_STGC01000005.1.region005
0.3	RiPP_c0.3_famFAM_00161	RiPP	1	1	0.9	rare	NZ_JBLXGA010000003.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@3, whole genome shotgun sequence	NZ_JBLXGA010000003.1.region001
0.3	RiPP_c0.3_famFAM_00162	RiPP	1	1	0.9	rare	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	NZ_JBDGIY010000001.1.region001
0.3	RiPP_c0.3_famFAM_00163	RiPP	1	1	0.9	rare	NZ_AP027921.1 Devosia sp. T2-14 chromosome, complete genome	NZ_AP027921.1.region002
0.3	RiPP_c0.3_famFAM_00164	RiPP	1	1	0.9	rare	NZ_JAFKHE010000031.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_280, whole genome shotgun sequence	NZ_JAFKHE010000031.1.region001
0.3	RiPP_c0.3_famFAM_00165	RiPP	1	1	0.9	rare	NZ_JADGNE010000033.1 MAG: Devosia sp. isolate N26CT NODE_24_length_219165_cov_20.528168, whole genome shotgun sequence	NZ_JADGNE010000033.1.region001
0.3	RiPP_c0.3_famFAM_00166	RiPP	1	1	0.9	rare	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	NZ_JBDGIY010000001.1.region002
0.3	RiPP_c0.3_famFAM_00167	RiPP	1	1	0.9	rare	NZ_CP092483.1 Devosia lacusdianchii strain JXJ CY 41 chromosome	NZ_CP092483.1.region001
0.3	other.terpene_c0.3_famFAM_00577	other.terpene	1	1	0.9	rare	NZ_JBHRYD010000001.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_1, whole genome shotgun sequence	NZ_JBHRYD010000001.1.region001
